"Местное время в Толмачёво / им. А. И. Покрышкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"23.04.2018 01:00";"7.0";"750.0";"759.7";"81";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Сплошная (100%) 690 м";"10.0 и более";"4.0";
"23.04.2018 00:00";"7.0";"749.3";"759.0";"81";"Ветер, дующий с севера";"2";"";"";"";"Сплошная (100%) 690 м";"10.0 и более";"4.0";
"22.04.2018 23:30";"7.0";"749.3";"759.0";"87";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Сплошная (100%) 690 м";"10.0 и более";"5.0";
"22.04.2018 23:00";"8.0";"749.4";"759.0";"82";"Ветер, дующий с севера";"5";"";"";"";"Разорванная (60-90%) 690 м";"10.0 и более";"5.0";
"22.04.2018 22:30";"9.0";"749.4";"759.0";"87";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"22.04.2018 22:00";"11.0";"748.7";"758.2";"82";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"22.04.2018 21:30";"11.0";"748.7";"758.2";"82";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 1590 м, кучево-дождевые облака";"10.0 и более";"8.0";
"22.04.2018 21:00";"12.0";"748.2";"757.7";"77";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 1680 м, кучево-дождевые облака";"10.0 и более";"8.0";
"22.04.2018 20:30";"12.0";"747.4";"756.9";"77";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 1770 м, кучево-дождевые облака";"10.0 и более";"8.0";
"22.04.2018 20:00";"12.0";"747.4";"756.9";"82";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 1770 м, кучево-дождевые облака";"10.0 и более";"9.0";
"22.04.2018 19:30";"11.0";"747.4";"756.9";"88";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 1770 м, кучево-дождевые облака";"10.0 и более";"9.0";
"22.04.2018 19:00";"11.0";"747.4";"756.9";"88";"Ветер, дующий с юго-запада";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 1770 м, кучево-дождевые облака";"10.0 и более";"9.0";
"22.04.2018 18:30";"12.0";"746.7";"756.2";"82";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 1230 м, кучево-дождевые облака";"10.0 и более";"9.0";
"22.04.2018 18:00";"12.0";"746.7";"756.2";"77";"Ветер, дующий с юго-запада";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 1230 м, кучево-дождевые облака";"10.0 и более";"8.0";
"22.04.2018 17:30";"12.0";"746.7";"756.2";"82";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Сплошная (100%) 1230 м, кучево-дождевые облака";"8.0";"9.0";
"22.04.2018 17:00";"16.0";"746.1";"755.4";"48";"Ветер, дующий с западо-юго-запада";"10";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1680 м, кучево-дождевые облака";"10.0 и более";"5.0";
"22.04.2018 16:30";"17.0";"745.3";"754.6";"45";"Ветер, дующий с юго-запада";"10";"15";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1680 м, кучево-дождевые облака";"10.0 и более";"5.0";
"22.04.2018 16:00";"17.0";"745.3";"754.6";"42";"Ветер, дующий с юго-запада";"10";"";"";"";"Незначительная (10-30%) 1680 м, кучево-дождевые облака";"10.0 и более";"4.0";
"22.04.2018 15:30";"17.0";"744.6";"753.9";"42";"Ветер, дующий с юго-запада";"10";"";"";"";"Незначительная (10-30%) 1680 м, кучево-дождевые облака";"10.0 и более";"4.0";
"22.04.2018 15:00";"17.0";"744.6";"753.9";"42";"Ветер, дующий с юго-запада";"9";"14";"";"";"Рассеянная (40-50%) 1680 м, кучево-дождевые облака";"10.0 и более";"4.0";
"22.04.2018 14:30";"17.0";"744.6";"753.9";"42";"Ветер, дующий с юго-запада";"10";"";"";"";"Рассеянная (40-50%) 1680 м, кучево-дождевые облака";"10.0 и более";"4.0";
"22.04.2018 14:00";"16.0";"744.6";"753.9";"42";"Ветер, дующий с юго-запада";"8";"";"";"";"Рассеянная (40-50%) 1680 м, кучево-дождевые облака";"10.0 и более";"3.0";
"22.04.2018 13:30";"15.0";"744.6";"753.9";"45";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 1680 м, кучево-дождевые облака";"10.0 и более";"3.0";
"22.04.2018 13:00";"14.0";"744.5";"753.9";"48";"Ветер, дующий с юго-запада";"8";"";"";"";"Сплошная (100%) 1680 м, кучево-дождевые облака";"10.0 и более";"3.0";
"22.04.2018 12:30";"15.0";"745.3";"754.6";"39";"Ветер, дующий с юго-запада";"11";"16";"Слабый(ая)(ые) дождь";"";"Нет существенной облачности";"10.0 и более";"1.0";
"22.04.2018 12:00";"15.0";"744.6";"753.9";"36";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"0.0";
"22.04.2018 11:30";"14.0";"744.5";"753.9";"39";"Ветер, дующий с юго-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"0.0";
"22.04.2018 11:00";"13.0";"744.5";"753.9";"38";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 10:30";"12.0";"744.5";"753.9";"41";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 10:00";"12.0";"744.5";"753.9";"41";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 09:30";"11.0";"744.4";"753.9";"44";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 09:00";"10.0";"744.4";"753.9";"47";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 08:30";"10.0";"745.1";"754.6";"47";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 08:00";"9.0";"745.1";"754.6";"50";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 07:30";"8.0";"745.0";"754.6";"53";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 07:00";"8.0";"745.0";"754.6";"53";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 06:30";"8.0";"745.0";"754.6";"53";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 06:00";"8.0";"745.0";"754.6";"53";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 05:30";"8.0";"745.8";"755.4";"53";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 05:00";"8.0";"745.8";"755.4";"53";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"22.04.2018 04:30";"8.0";"745.8";"755.4";"57";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"0.0";
"22.04.2018 04:00";"8.0";"746.6";"756.2";"57";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"0.0";
"22.04.2018 03:30";"9.0";"746.6";"756.2";"58";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"1.0";
"22.04.2018 03:00";"8.0";"747.3";"756.9";"66";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"22.04.2018 02:30";"9.0";"747.3";"756.9";"62";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"22.04.2018 02:00";"9.0";"747.3";"756.9";"66";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"3.0";
"22.04.2018 01:30";"10.0";"748.2";"757.7";"67";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"22.04.2018 01:00";"10.0";"748.2";"757.7";"71";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) дождь";"";"Нет существенной облачности";"10.0 и более";"5.0";
"22.04.2018 00:30";"11.0";"748.7";"758.2";"67";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) дождь";"";"Нет существенной облачности";"10.0 и более";"5.0";
"22.04.2018 00:00";"11.0";"748.7";"758.2";"67";"Ветер, дующий с юга";"4";"";"";"";"Рассеянная (40-50%) 1830 м, кучево-дождевые облака";"10.0 и более";"5.0";
"21.04.2018 23:30";"11.0";"748.7";"758.2";"67";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1830 м, кучево-дождевые облака";"10.0 и более";"5.0";
"21.04.2018 23:00";"12.0";"748.7";"758.2";"63";"Ветер, дующий с юга";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1770 м, кучево-дождевые облака";"10.0 и более";"5.0";
"21.04.2018 22:30";"12.0";"748.7";"758.2";"67";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 1770 м, кучево-дождевые облака";"10.0 и более";"6.0";
"21.04.2018 22:00";"12.0";"748.7";"758.2";"67";"Ветер, дующий с юго-юго-запада";"5";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1800 м, кучево-дождевые облака";"10.0 и более";"6.0";
"21.04.2018 21:30";"11.0";"749.5";"759.0";"77";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1710 м, кучево-дождевые облака";"10.0 и более";"7.0";
"21.04.2018 21:00";"10.0";"749.4";"759.0";"82";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1680 м, кучево-дождевые облака";"10.0 и более";"7.0";
"21.04.2018 20:30";"10.0";"749.4";"759.0";"82";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1680 м, кучево-дождевые облака";"10.0 и более";"7.0";
"21.04.2018 20:00";"11.0";"749.5";"759.0";"77";"Ветер, дующий с запада";"5";"";"";"";"Сплошная (100%) 1620 м, кучево-дождевые облака";"10.0 и более";"7.0";
"21.04.2018 19:30";"12.0";"748.7";"758.2";"77";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Разорванная (60-90%) 1800 м, кучево-дождевые облака";"10.0 и более";"8.0";
"21.04.2018 19:00";"11.0";"748.7";"758.2";"82";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1530 м, кучево-дождевые облака";"10.0 и более";"8.0";
"21.04.2018 18:30";"16.0";"748.9";"758.2";"39";"Ветер, дующий с юго-юго-запада";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1380 м, кучево-дождевые облака";"10.0 и более";"2.0";
"21.04.2018 18:00";"16.0";"748.4";"757.7";"39";"Ветер, дующий с юго-юго-запада";"7";"";"";"";"Рассеянная (40-50%) 1800 м, кучево-дождевые облака";"10.0 и более";"2.0";
"21.04.2018 17:30";"16.0";"748.4";"757.7";"39";"Ветер, дующий с юго-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"21.04.2018 17:00";"16.0";"748.4";"757.7";"39";"Ветер, дующий с юго-юго-запада";"9";"14";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"21.04.2018 16:30";"16.0";"748.4";"757.7";"39";"Ветер, дующий с юго-юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"21.04.2018 16:00";"16.0";"748.4";"757.7";"39";"Ветер, дующий с юго-юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"21.04.2018 15:30";"16.0";"748.9";"758.2";"39";"Ветер, дующий с юго-юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"21.04.2018 15:00";"16.0";"748.9";"758.2";"36";"Ветер, дующий с юго-юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"1.0";
"21.04.2018 14:30";"16.0";"748.9";"758.2";"36";"Ветер, дующий с юго-юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"1.0";
"21.04.2018 14:00";"15.0";"748.8";"758.2";"39";"Ветер, дующий с юго-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"1.0";
"21.04.2018 13:30";"15.0";"749.6";"759.0";"42";"Ветер, дующий с юго-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"21.04.2018 13:00";"14.0";"749.6";"759.0";"44";"Ветер, дующий с юго-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"21.04.2018 12:30";"13.0";"749.5";"759.0";"44";"Ветер, дующий с юго-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"1.0";
"21.04.2018 12:00";"12.0";"749.5";"759.0";"47";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"1.0";
"21.04.2018 11:30";"10.0";"749.4";"759.0";"50";"Ветер, дующий с юго-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"0.0";
"21.04.2018 11:00";"10.0";"749.4";"759.0";"50";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"0.0";
"21.04.2018 10:30";"9.0";"749.4";"759.0";"54";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"0.0";
"21.04.2018 10:00";"8.0";"749.4";"759.0";"53";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"21.04.2018 09:30";"8.0";"749.4";"759.0";"53";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"21.04.2018 09:00";"7.0";"750.0";"759.7";"57";"Ветер, дующий с юга";"6";"";"";"";"Рассеянная (40-50%) 1590 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"21.04.2018 08:30";"7.0";"749.3";"759.0";"57";"Ветер, дующий с юга";"6";"";"";"";"Рассеянная (40-50%) 1590 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"21.04.2018 08:00";"6.0";"749.3";"759.0";"61";"Ветер, дующий с юга";"5";"";"";"";"Рассеянная (40-50%) 1590 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"21.04.2018 07:30";"6.0";"749.3";"759.0";"61";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1560 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"21.04.2018 07:00";"6.0";"749.3";"759.0";"61";"Ветер, дующий с юга";"5";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"21.04.2018 06:30";"6.0";"749.3";"759.0";"61";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"21.04.2018 06:00";"6.0";"749.3";"759.0";"61";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"21.04.2018 05:30";"6.0";"749.3";"759.0";"61";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-1.0";
"21.04.2018 05:00";"6.0";"749.3";"759.0";"61";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Рассеянная (40-50%) 1470 м";"10.0 и более";"-1.0";
"21.04.2018 04:30";"6.0";"749.3";"759.0";"57";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-2.0";
"21.04.2018 04:00";"6.0";"749.3";"759.0";"57";"Ветер, дующий с юго-юго-запада";"5";"10";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"-2.0";
"21.04.2018 03:30";"6.0";"749.3";"759.0";"57";"Ветер, дующий с юга";"6";"";"";"";"Разорванная (60-90%) 1230 м";"10.0 и более";"-2.0";
"21.04.2018 03:00";"6.0";"750.0";"759.7";"57";"Ветер, дующий с юга";"7";"";"";"";"Разорванная (60-90%) 1320 м";"10.0 и более";"-2.0";
"21.04.2018 02:30";"6.0";"750.0";"759.7";"53";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"21.04.2018 02:00";"5.0";"750.0";"759.7";"57";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"21.04.2018 01:30";"5.0";"750.0";"759.7";"57";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"21.04.2018 01:00";"5.0";"750.0";"759.7";"53";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.04.2018 00:30";"4.0";"750.7";"760.5";"56";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.04.2018 00:00";"4.0";"750.7";"760.5";"52";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"20.04.2018 23:30";"5.0";"751.4";"761.2";"49";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"20.04.2018 23:00";"5.0";"751.4";"761.2";"49";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"20.04.2018 22:30";"5.0";"751.4";"761.2";"45";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"20.04.2018 22:00";"6.0";"751.5";"761.2";"42";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"20.04.2018 21:30";"6.0";"752.3";"762.0";"42";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"20.04.2018 21:00";"6.0";"752.3";"762.0";"42";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"20.04.2018 20:30";"7.0";"752.3";"762.0";"39";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"20.04.2018 20:00";"8.0";"752.3";"762.0";"34";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"20.04.2018 19:30";"9.0";"752.4";"762.0";"32";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"20.04.2018 19:00";"9.0";"752.4";"762.0";"29";"Ветер, дующий с юго-юго-запада";"7";"12";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 18:30";"9.0";"752.4";"762.0";"29";"Ветер, дующий с юго-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 18:00";"10.0";"752.4";"762.0";"28";"Ветер, дующий с юго-юго-запада";"7";"12";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 17:30";"10.0";"752.4";"762.0";"25";"Ветер, дующий с юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"20.04.2018 17:00";"10.0";"753.2";"762.8";"25";"Ветер, дующий с юго-запада";"7";"12";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"20.04.2018 16:30";"10.0";"753.2";"762.8";"25";"Ветер, дующий с юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"20.04.2018 16:00";"9.0";"753.2";"762.8";"25";"Ветер, дующий с юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"20.04.2018 15:30";"9.0";"753.9";"763.5";"25";"Ветер, дующий с западо-юго-запада";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"20.04.2018 15:00";"9.0";"753.9";"763.5";"25";"Ветер, дующий с юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"20.04.2018 14:30";"9.0";"753.9";"763.5";"23";"Ветер, дующий с юго-запада";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"20.04.2018 14:00";"8.0";"754.6";"764.3";"29";"Ветер, дующий с юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"20.04.2018 13:30";"8.0";"754.6";"764.3";"32";"Ветер, дующий с юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 13:00";"7.0";"755.3";"765.0";"37";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"20.04.2018 12:30";"6.0";"755.2";"765.0";"39";"Ветер, дующий с юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"20.04.2018 12:00";"6.0";"755.2";"765.0";"36";"Ветер, дующий с юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 11:30";"6.0";"755.2";"765.0";"39";"Ветер, дующий с юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"20.04.2018 11:00";"4.0";"755.2";"765.0";"39";"Ветер, дующий с юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"20.04.2018 10:30";"4.0";"755.2";"765.0";"42";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 10:00";"4.0";"755.2";"765.0";"42";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 09:30";"3.0";"755.1";"765.0";"52";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"20.04.2018 09:00";"2.0";"755.1";"765.0";"52";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"20.04.2018 08:30";"1.0";"755.1";"765.0";"65";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"20.04.2018 08:00";"0.0";"755.0";"765.0";"69";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"9.0";"-5.0";
"20.04.2018 07:30";"-1.0";"754.3";"764.3";"69";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"8.0";"-6.0";
"20.04.2018 07:00";"-1.0";"754.3";"764.3";"69";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"9.0";"-6.0";
"20.04.2018 06:00";"-1.0";"754.3";"764.3";"64";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"9.0";"-7.0";
"20.04.2018 05:30";"-1.0";"753.5";"763.5";"64";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"20.04.2018 05:00";"-3.0";"753.4";"763.5";"69";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 04:30";"-3.0";"753.4";"763.5";"69";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 04:00";"-1.0";"753.5";"763.5";"64";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"20.04.2018 03:30";"-1.0";"752.8";"762.8";"59";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 03:00";"0.0";"752.8";"762.8";"55";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"20.04.2018 02:30";"0.0";"752.8";"762.8";"51";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"20.04.2018 02:00";"0.0";"752.8";"762.8";"51";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"20.04.2018 01:30";"0.0";"752.8";"762.8";"51";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"20.04.2018 01:00";"1.0";"752.9";"762.8";"48";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"20.04.2018 00:30";"1.0";"752.1";"762.0";"44";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"20.04.2018 00:00";"1.0";"752.1";"762.0";"44";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 23:30";"2.0";"752.1";"762.0";"44";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 23:00";"1.0";"752.1";"762.0";"48";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 22:30";"2.0";"752.9";"762.8";"44";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 22:00";"2.0";"752.9";"762.8";"41";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 21:30";"3.0";"752.2";"762.0";"38";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 21:00";"3.0";"752.2";"762.0";"38";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 20:30";"3.0";"752.2";"762.0";"38";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 20:00";"5.0";"752.2";"762.0";"31";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"19.04.2018 19:30";"6.0";"752.3";"762.0";"29";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"19.04.2018 19:00";"6.0";"752.3";"762.0";"29";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"19.04.2018 18:30";"6.0";"752.3";"762.0";"29";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"19.04.2018 18:00";"6.0";"752.3";"762.0";"29";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"19.04.2018 17:30";"6.0";"752.3";"762.0";"29";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"19.04.2018 17:00";"6.0";"752.3";"762.0";"29";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"19.04.2018 16:30";"6.0";"753.1";"762.8";"31";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
